"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","Category","Concept","T1","T2","CorrectAnswer","correct","reflection1","reflection2"
"","3177","html-keyboard-response","44","2.0.0","248987","pz0xaadcw6s","panda","<b><font size=6>Sound travels through air.</font></b>","z","Waves","Propagation","T","T","T","true","",""
"","2312","html-keyboard-response","45","2.0.0","251803","pz0xaadcw6s","panda","<b><font size=6>Red objects reflect red light.</font></b>","m","Waves","Color","T","T","T","false","",""
"","2929","html-keyboard-response","46","2.0.0","255235","pz0xaadcw6s","panda","<b><font size=6>Sounds can be loud or quiet.</font></b>","z","Waves","Sound","T","T","T","true","",""
"","null","html-keyboard-response","47","2.0.0","257440","pz0xaadcw6s","panda","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Astronomy</font></b>","null","","","","","","","",""
"","4279","html-keyboard-response","48","2.0.0","262222","pz0xaadcw6s","panda","<b><font size=6>Asteroids are more massive than planets.</font></b>","z","Astronomy","Planet","F","F","F","false","",""
"","1661","html-keyboard-response","49","2.0.0","264385","pz0xaadcw6s","panda","<b><font size=6>The sun revolves around the moon.</font></b>","m","Astronomy","Solar system","F","F","F","true","",""
"","1807","html-keyboard-response","50","2.0.0","266696","pz0xaadcw6s","panda","<b><font size=6>Phases of the moon are caused by changes in illumination.</font></b>","z","Astronomy","Lunar phase","T","T","T","true","",""
"","2974","html-keyboard-response","51","2.0.0","270174","pz0xaadcw6s","panda","<b><font size=6>Stars are more massive than planets.</font></b>","m","Astronomy","Planet","F","T","T","false","",""
"","2463","html-keyboard-response","52","2.0.0","273141","pz0xaadcw6s","panda","<b><font size=6>The earth revolves around the sun.</font></b>","m","Astronomy","Solar system","F","T","T","false","",""
"","3171","html-keyboard-response","53","2.0.0","276815","pz0xaadcw6s","panda","<b><font size=6>The sun produces gravity.</font></b>","m","Astronomy","Star","F","T","T","false","",""
"","2682","html-keyboard-response","54","2.0.0","279999","pz0xaadcw6s","panda","<b><font size=6>The sun produces sound.</font></b>","z","Astronomy","Star","F","F","F","false","",""
"","1893","html-keyboard-response","55","2.0.0","282393","pz0xaadcw6s","panda","<b><font size=6>The sun revolves around the earth.</font></b>","m","Astronomy","Solar system","T","F","F","true","",""
"","2531","html-keyboard-response","56","2.0.0","285427","pz0xaadcw6s","panda","<b><font size=6>A change in overall sunlight causes the seasons.</font></b>","z","Astronomy","Season","T","T","T","true","",""
"","2486","html-keyboard-response","57","2.0.0","288415","pz0xaadcw6s","panda","<b><font size=6>The earth's tilt causes the seasons.</font></b>","z","Astronomy","Season","F","T","T","true","",""
"","2581","html-keyboard-response","58","2.0.0","291500","pz0xaadcw6s","panda","<b><font size=6>The sun produces light.</font></b>","m","Astronomy","Star","T","T","T","false","",""
"","2672","html-keyboard-response","59","2.0.0","294675","pz0xaadcw6s","panda","<b><font size=6>Phases of the moon are caused by clouds.</font></b>","z","Astronomy","Lunar phase","F","F","F","false","",""
"","2777","html-keyboard-response","60","2.0.0","297955","pz0xaadcw6s","panda","<b><font size=6>The moon revolves around the earth.</font></b>","m","Astronomy","Solar system","T","T","T","false","",""
"","2971","html-keyboard-response","61","2.0.0","301428","pz0xaadcw6s","panda","<b><font size=6>Planets are more massive than stars.</font></b>","z","Astronomy","Planet","T","F","F","false","",""
"","2529","html-keyboard-response","62","2.0.0","304460","pz0xaadcw6s","panda","<b><font size=6>Planets are more massive than moons.</font></b>","z","Astronomy","Planet","T","T","T","true","",""
"","4262","html-keyboard-response","63","2.0.0","309224","pz0xaadcw6s","panda","<b><font size=6>Phases of the moon are caused by the earth's shadow.</font></b>","z","Astronomy","Lunar phase","T","F","F","false","",""
"","5081","html-keyboard-response","64","2.0.0","314809","pz0xaadcw6s","panda","<b><font size=6>The earth's rotation causes the seasons.</font></b>","z","Astronomy","Season","F","F","F","false","",""
"","2144","html-keyboard-response","65","2.0.0","317456","pz0xaadcw6s","panda","<b><font size=6>The moon produces light.</font></b>","m","Astronomy","Star","T","F","F","true","",""
"","5360","html-keyboard-response","66","2.0.0","323319","pz0xaadcw6s","panda","<b><font size=6>Phases of the moon are caused by the moon's orbit.</font></b>","m","Astronomy","Lunar phase","F","T","T","false","",""
"","4446","html-keyboard-response","67","2.0.0","328269","pz0xaadcw6s","panda","<b><font size=6>The earth's distance from the sun causes the seasons.</font></b>","m","Astronomy","Season","T","F","F","true","",""
"","null","html-keyboard-response","68","2.0.0","330474","pz0xaadcw6s","panda","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Matter</font></b>","null","","","","","","","",""
"","1638","html-keyboard-response","69","2.0.0","332615","pz0xaadcw6s","panda","<b><font size=6>A liter of water weighs more than a liter of ice.</font></b>","z","Matter","Weight","F","T","T","true","",""
"","1409","html-keyboard-response","70","2.0.0","334527","pz0xaadcw6s","panda","<b><font size=6>Atoms are weightless.</font></b>","z","Matter","Atom","T","F","F","false","",""
"","3473","html-keyboard-response","71","2.0.0","338504","pz0xaadcw6s","panda","<b><font size=6>An idea can be cut in half.</font></b>","z","Matter","Divisibility","F","F","F","false","",""
"","2420","html-keyboard-response","72","2.0.0","341428","pz0xaadcw6s","panda","<b><font size=6>A shadow can be cut in half.</font></b>","m","Matter","Divisibility","T","F","F","true","",""
"","1896","html-keyboard-response","73","2.0.0","343829","pz0xaadcw6s","panda","<b><font size=6>A log can be cut in half.</font></b>","z","Matter","Divisibility","T","T","T","true","",""
"","3142","html-keyboard-response","74","2.0.0","347475","pz0xaadcw6s","panda","<b><font size=6>Ice is denser than water.</font></b>","m","Matter","Density","T","F","F","true","",""
"","3428","html-keyboard-response","75","2.0.0","351405","pz0xaadcw6s","panda","<b><font size=6>A pound of steel weighs more than a pound of feathers.</font></b>","m","Matter","Weight","T","F","F","true","",""
"","2245","html-keyboard-response","76","2.0.0","354154","pz0xaadcw6s","panda","<b><font size=6>Numbers are composed of matter.</font></b>","z","Matter","Mass","F","F","F","false","",""
"","4245","html-keyboard-response","77","2.0.0","358903","pz0xaadcw6s","panda","<b><font size=6>Atoms are the constituents of matter.</font></b>","m","Matter","Atom","T","T","T","false","",""
"","2679","html-keyboard-response","78","2.0.0","362084","pz0xaadcw6s","panda","<b><font size=6>Rocks are composed of matter.</font></b>","z","Matter","Mass","T","T","T","true","",""
"","3781","html-keyboard-response","79","2.0.0","366367","pz0xaadcw6s","panda","<b><font size=6>Atoms are visible to the naked eye.</font></b>","m","Matter","Atom","F","F","F","true","",""
"","1900","html-keyboard-response","80","2.0.0","368770","pz0xaadcw6s","panda","<b><font size=6>Steel is denser than foam.</font></b>","z","Matter","Density","T","T","T","true","",""
"","1609","html-keyboard-response","81","2.0.0","370883","pz0xaadcw6s","panda","<b><font size=6>A cold penny is denser than a hot penny.</font></b>","m","Matter","Density","F","T","T","false","",""
"","3519","html-keyboard-response","82","2.0.0","374904","pz0xaadcw6s","panda","<b><font size=6>Fire is composed of matter.</font></b>","z","Matter","Mass","T","F","F","false","",""
"","6371","html-keyboard-response","83","2.0.0","381777","pz0xaadcw6s","panda","<b><font size=6>A pound of steel weighs more than a ton of steel.</font></b>","z","Matter","Weight","F","F","F","false","",""
"","4720","html-keyboard-response","84","2.0.0","387001","pz0xaadcw6s","panda","<b><font size=6>Foam is denser than brick.</font></b>","z","Matter","Density","F","F","F","false","",""
"","2201","html-keyboard-response","85","2.0.0","389706","pz0xaadcw6s","panda","<b><font size=6>A liter of water weighs more than a liter of air.</font></b>","z","Matter","Weight","T","T","T","true","",""
"","7119","html-keyboard-response","86","2.0.0","397329","pz0xaadcw6s","panda","<b><font size=6>Atoms are mostly empty space.</font></b>","z","Matter","Atom","F","T","T","true","",""
"","3804","html-keyboard-response","87","2.0.0","401635","pz0xaadcw6s","panda","<b><font size=6>A grain of sand can be cut in half.</font></b>","z","Matter","Divisibility","F","T","T","true","",""
"","6222","html-keyboard-response","88","2.0.0","408360","pz0xaadcw6s","panda","<b><font size=6>Air is composed of matter.</font></b>","z","Matter","Mass","F","T","T","true","",""
"","null","html-keyboard-response","89","2.0.0","410565","pz0xaadcw6s","panda","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Mechanics</font></b>","null","","","","","","","",""
"","11172","html-keyboard-response","90","2.0.0","422240","pz0xaadcw6s","panda","<b><font size=6>A moving bullet loses weight.</font></b>","z","Mechanics","Velocity","F","F","F","false","",""
"","3666","html-keyboard-response","91","2.0.0","426409","pz0xaadcw6s","panda","<b><font size=6>Constant acceleration requires constant force.</font></b>","z","Mechanics","Acceleration","T","T","T","true","",""
"","5109","html-keyboard-response","92","2.0.0","432022","pz0xaadcw6s","panda","<b><font size=6>Energy can be transferred from one object to another.</font></b>","z","Mechanics","Momentum","F","T","T","true","",""
"","4312","html-keyboard-response","93","2.0.0","436837","pz0xaadcw6s","panda","<b><font size=6>A moving bullet loses force.</font></b>","z","Mechanics","Velocity","T","F","F","false","",""
"","874","html-keyboard-response","94","2.0.0","438214","pz0xaadcw6s","panda","<b><font size=6>Constant speed requires constant acceleration.</font></b>","z","Mechanics","Acceleration","F","F","F","false","",""
"","826","html-keyboard-response","95","2.0.0","439544","pz0xaadcw6s","panda","<b><font size=6>Heavy balls fall through air faster than light balls.</font></b>","z","Mechanics","Gravity","T","F","F","false","",""
"","952","html-keyboard-response","96","2.0.0","440999","pz0xaadcw6s","panda","<b><font size=6>Forces can be balanced or unbalanced.</font></b>","z","Mechanics","Force","F","T","T","true","",""
"","1403","html-keyboard-response","97","2.0.0","442905","pz0xaadcw6s","panda","<b><font size=6>Forces can be transferred from one object to another.</font></b>","z","Mechanics","Momentum","T","F","F","false","",""
"","1452","html-keyboard-response","98","2.0.0","444860","pz0xaadcw6s","panda","<b><font size=6>Bright objects fall through air faster than dark objects.</font></b>","z","Mechanics","Gravity","F","F","F","false","",""
"","2688","html-keyboard-response","99","2.0.0","448051","pz0xaadcw6s","panda","<b><font size=6>Constant motion requires constant force.</font></b>","m","Mechanics","Acceleration","T","F","F","true","",""
"","1313","html-keyboard-response","100","2.0.0","449866","pz0xaadcw6s","panda","<b><font size=6>Forces can be male or female.</font></b>","m","Mechanics","Force","F","F","F","true","",""
"","2231","html-keyboard-response","101","2.0.0","452601","pz0xaadcw6s","panda","<b><font size=6>Anvils fall through air faster than feathers.</font></b>","z","Mechanics","Gravity","T","T","T","true","",""
"","2441","html-keyboard-response","102","2.0.0","455544","pz0xaadcw6s","panda","<b><font size=6>A moving bullet loses speed.</font></b>","m","Mechanics","Velocity","T","T","T","false","",""
"","1798","html-keyboard-response","103","2.0.0","457843","pz0xaadcw6s","panda","<b><font size=6>A moving bullet loses height.</font></b>","z","Mechanics","Velocity","F","T","T","true","",""
"","1534","html-keyboard-response","104","2.0.0","459883","pz0xaadcw6s","panda","<b><font size=6>Momentum can be transferred from one object to another.</font></b>","m","Mechanics","Momentum","T","T","T","false","",""
"","2788","html-keyboard-response","105","2.0.0","463174","pz0xaadcw6s","panda","<b><font size=6>Constant force can yield constant rest.</font></b>","z","Mechanics","Acceleration","F","T","T","true","",""
"","1073","html-keyboard-response","106","2.0.0","464750","pz0xaadcw6s","panda","<b><font size=6>Forces can be straight or curved.</font></b>","z","Mechanics","Force","T","F","F","false","",""
"","2733","html-keyboard-response","107","2.0.0","467986","pz0xaadcw6s","panda","<b><font size=6>Pointy objects fall through air faster than flat objects.</font></b>","z","Mechanics","Gravity","F","T","T","true","",""
"","2425","html-keyboard-response","108","2.0.0","470914","pz0xaadcw6s","panda","<b><font size=6>Color can be transferred from one object to another.</font></b>","z","Mechanics","Momentum","F","F","F","false","",""
"","1650","html-keyboard-response","109","2.0.0","473067","pz0xaadcw6s","panda","<b><font size=6>Forces can be strong or weak.</font></b>","z","Mechanics","Force","T","T","T","true","",""
"","15913","survey-text","110","2.0.0","489492","pz0xaadcw6s","panda","","{""reflection1"":""Something to do with attention or knowledge""}","","","","","","","Something to do with attention or knowledge",""
"","3182","survey-text","111","2.0.0","492679","pz0xaadcw6s","panda","","{""reflection2"":""no""}","","","","","","","","no"
