"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","Category","Concept","T1","T2","CorrectAnswer","correct","reflection1","reflection2"
"","6807","html-keyboard-response","30","2.0.0","117897","p5znj4obf4y","2341","<b><font size=6>Atoms are mostly empty space.</font></b>","z","Matter","Atom","F","T","T","true","",""
"","2878","html-keyboard-response","31","2.0.0","121276","p5znj4obf4y","2341","<b><font size=6>Fire is composed of matter.</font></b>","z","Matter","Mass","T","F","F","false","",""
"","5922","html-keyboard-response","32","2.0.0","127699","p5znj4obf4y","2341","<b><font size=6>An idea can be cut in half.</font></b>","m","Matter","Divisibility","F","F","F","true","",""
"","2339","html-keyboard-response","33","2.0.0","130541","p5znj4obf4y","2341","<b><font size=6>Rocks are composed of matter.</font></b>","z","Matter","Mass","T","T","T","true","",""
"","2140","html-keyboard-response","34","2.0.0","133183","p5znj4obf4y","2341","<b><font size=6>Atoms are weightless.</font></b>","m","Matter","Atom","T","F","F","true","",""
"","2294","html-keyboard-response","35","2.0.0","135978","p5znj4obf4y","2341","<b><font size=6>Air is composed of matter.</font></b>","m","Matter","Mass","F","T","T","false","",""
"","1561","html-keyboard-response","36","2.0.0","138041","p5znj4obf4y","2341","<b><font size=6>Numbers are composed of matter.</font></b>","m","Matter","Mass","F","F","F","true","",""
"","3788","html-keyboard-response","37","2.0.0","142330","p5znj4obf4y","2341","<b><font size=6>A pound of steel weighs more than a pound of feathers.</font></b>","z","Matter","Weight","T","F","F","false","",""
"","1572","html-keyboard-response","38","2.0.0","144404","p5znj4obf4y","2341","<b><font size=6>A log can be cut in half.</font></b>","z","Matter","Divisibility","T","T","T","true","",""
"","1535","html-keyboard-response","39","2.0.0","146441","p5znj4obf4y","2341","<b><font size=6>Ice is denser than water.</font></b>","z","Matter","Density","T","F","F","false","",""
"","3522","html-keyboard-response","40","2.0.0","150466","p5znj4obf4y","2341","<b><font size=6>A liter of water weighs more than a liter of air.</font></b>","z","Matter","Weight","T","T","T","true","",""
"","3204","html-keyboard-response","41","2.0.0","154172","p5znj4obf4y","2341","<b><font size=6>A grain of sand can be cut in half.</font></b>","z","Matter","Divisibility","F","T","T","true","",""
"","1823","html-keyboard-response","42","2.0.0","156497","p5znj4obf4y","2341","<b><font size=6>Steel is denser than foam.</font></b>","z","Matter","Density","T","T","T","true","",""
"","1825","html-keyboard-response","43","2.0.0","158823","p5znj4obf4y","2341","<b><font size=6>Atoms are the constituents of matter.</font></b>","z","Matter","Atom","T","T","T","true","",""
"","2088","html-keyboard-response","44","2.0.0","161413","p5znj4obf4y","2341","<b><font size=6>A liter of water weighs more than a liter of ice.</font></b>","z","Matter","Weight","F","T","T","true","",""
"","1565","html-keyboard-response","45","2.0.0","163479","p5znj4obf4y","2341","<b><font size=6>A shadow can be cut in half.</font></b>","m","Matter","Divisibility","T","F","F","true","",""
"","3048","html-keyboard-response","46","2.0.0","167029","p5znj4obf4y","2341","<b><font size=6>A pound of steel weighs more than a ton of steel.</font></b>","m","Matter","Weight","F","F","F","true","",""
"","null","html-keyboard-response","47","2.0.0","169232","p5znj4obf4y","2341","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Evolution</font></b>","null","","","","","","","",""
"","9384","html-keyboard-response","48","2.0.0","179117","p5znj4obf4y","2341","<b><font size=6>Most organisms die before leaving offspring.</font></b>","m","Evolution","Selection","F","T","T","false","",""
"","4834","html-keyboard-response","49","2.0.0","184452","p5znj4obf4y","2341","<b><font size=6>Humans are more closely related to apes than monkeys.</font></b>","z","Evolution","Common ancestry","T","T","T","true","",""
"","7047","html-keyboard-response","50","2.0.0","192000","p5znj4obf4y","2341","<b><font size=6>Apes are more closely related to monkeys than humans.</font></b>","z","Evolution","Common ancestry","T","F","F","false","",""
"","3205","html-keyboard-response","51","2.0.0","195706","p5znj4obf4y","2341","<b><font size=6>Individual organisms evolve.</font></b>","z","Evolution","Adaptation","T","F","F","false","",""
"","1246","html-keyboard-response","52","2.0.0","197454","p5znj4obf4y","2341","<b><font size=6>Biological species evolve.</font></b>","z","Evolution","Adaptation","T","T","T","true","",""
"","1709","html-keyboard-response","53","2.0.0","199665","p5znj4obf4y","2341","<b><font size=6>Evolution requires long periods of time.</font></b>","z","Evolution","Variation","T","F","F","false","",""
"","3322","html-keyboard-response","54","2.0.0","203488","p5znj4obf4y","2341","<b><font size=6>Humans are descended from sea-dwelling creatures.</font></b>","m","Evolution","Phylogeny","F","T","T","false","",""
"","2789","html-keyboard-response","55","2.0.0","206780","p5znj4obf4y","2341","<b><font size=6>Computer viruses evolve.</font></b>","z","Evolution","Adaptation","F","T","T","true","",""
"","3058","html-keyboard-response","56","2.0.0","210340","p5znj4obf4y","2341","<b><font size=6>Whales are more closely related to plants than fish.</font></b>","m","Evolution","Common ancestry","F","F","F","true","",""
"","2038","html-keyboard-response","57","2.0.0","212879","p5znj4obf4y","2341","<b><font size=6>Most organisms have plenty to eat.</font></b>","m","Evolution","Selection","T","F","F","true","",""
"","3818","html-keyboard-response","58","2.0.0","217198","p5znj4obf4y","2341","<b><font size=6>Evolution requires differential survival.</font></b>","m","Evolution","Variation","T","T","T","false","",""
"","3486","html-keyboard-response","59","2.0.0","221186","p5znj4obf4y","2341","<b><font size=6>Humans are descended from plants.</font></b>","m","Evolution","Phylogeny","F","F","F","true","",""
"","1857","html-keyboard-response","60","2.0.0","223545","p5znj4obf4y","2341","<b><font size=6>Whales are more closely related to humans than fish.</font></b>","m","Evolution","Common ancestry","F","T","T","false","",""
"","2682","html-keyboard-response","61","2.0.0","226729","p5znj4obf4y","2341","<b><font size=6>Evolution requires climate stability.</font></b>","m","Evolution","Variation","F","F","F","true","",""
"","7585","html-keyboard-response","62","2.0.0","234816","p5znj4obf4y","2341","<b><font size=6>Humans are descended from tree-dwelling creatures.</font></b>","z","Evolution","Phylogeny","T","T","T","true","",""
"","2794","html-keyboard-response","63","2.0.0","238111","p5znj4obf4y","2341","<b><font size=6>Humans are descended from chimpanzees.</font></b>","m","Evolution","Phylogeny","T","F","F","true","",""
"","3126","html-keyboard-response","64","2.0.0","241738","p5znj4obf4y","2341","<b><font size=6>Most organisms live in temperate climates.</font></b>","m","Evolution","Selection","F","F","F","true","",""
"","2518","html-keyboard-response","65","2.0.0","244758","p5znj4obf4y","2341","<b><font size=6>Most organisms are adapted to their environment.</font></b>","z","Evolution","Selection","T","T","T","true","",""
"","2619","html-keyboard-response","66","2.0.0","247879","p5znj4obf4y","2341","<b><font size=6>Inanimate objects evolve.</font></b>","m","Evolution","Adaptation","F","F","F","true","",""
"","2984","html-keyboard-response","67","2.0.0","251363","p5znj4obf4y","2341","<b><font size=6>Evolution requires within-species variation.</font></b>","z","Evolution","Variation","F","T","T","true","",""
"","null","html-keyboard-response","68","2.0.0","253566","p5znj4obf4y","2341","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Germs</font></b>","null","","","","","","","",""
"","2320","html-keyboard-response","69","2.0.0","256388","p5znj4obf4y","2341","<b><font size=6>Kindness kills germs.</font></b>","m","Germs","Sterilization","F","F","F","true","",""
"","1681","html-keyboard-response","70","2.0.0","258570","p5znj4obf4y","2341","<b><font size=6>Being sneezed on can make a person sick.</font></b>","z","Germs","Contagion","T","T","T","true","",""
"","1915","html-keyboard-response","71","2.0.0","260988","p5znj4obf4y","2341","<b><font size=6>Dish sponges contain germs.</font></b>","z","Germs","Contamination","F","T","T","true","",""
"","1652","html-keyboard-response","72","2.0.0","263141","p5znj4obf4y","2341","<b><font size=6>Germs have DNA.</font></b>","z","Germs","Microbe","F","T","T","true","",""
"","2449","html-keyboard-response","73","2.0.0","266092","p5znj4obf4y","2341","<b><font size=6>Germs enter the body through the eyes.</font></b>","z","Germs","Infection","F","T","T","true","",""
"","2007","html-keyboard-response","74","2.0.0","268600","p5znj4obf4y","2341","<b><font size=6>Being cold can make a person sick.</font></b>","z","Germs","Contagion","T","F","F","false","",""
"","2267","html-keyboard-response","75","2.0.0","271369","p5znj4obf4y","2341","<b><font size=6>Heat kills germs.</font></b>","m","Germs","Sterilization","F","T","T","false","",""
"","1779","html-keyboard-response","76","2.0.0","273649","p5znj4obf4y","2341","<b><font size=6>Rotting meat contains germs.</font></b>","m","Germs","Contamination","T","T","T","false","",""
"","2793","html-keyboard-response","77","2.0.0","276944","p5znj4obf4y","2341","<b><font size=6>Germs enter the body through cuts.</font></b>","z","Germs","Infection","T","T","T","true","",""
"","1386","html-keyboard-response","78","2.0.0","278832","p5znj4obf4y","2341","<b><font size=6>Germs have feelings.</font></b>","m","Germs","Microbe","F","F","F","true","",""
"","4819","html-keyboard-response","79","2.0.0","284154","p5znj4obf4y","2341","<b><font size=6>Germs enter the body through the skin.</font></b>","z","Germs","Infection","T","F","F","false","",""
"","1763","html-keyboard-response","80","2.0.0","286418","p5znj4obf4y","2341","<b><font size=6>Urine contains germs.</font></b>","z","Germs","Contamination","T","F","F","false","",""
"","1491","html-keyboard-response","81","2.0.0","288411","p5znj4obf4y","2341","<b><font size=6>Being happy can make a person sick.</font></b>","m","Germs","Contagion","F","F","F","true","",""
"","2796","html-keyboard-response","82","2.0.0","291709","p5znj4obf4y","2341","<b><font size=6>Germs have an odor.</font></b>","z","Germs","Microbe","T","F","F","false","",""
"","1592","html-keyboard-response","83","2.0.0","293803","p5znj4obf4y","2341","<b><font size=6>Being depressed can make a person sick.</font></b>","z","Germs","Contagion","F","T","T","true","",""
"","4583","html-keyboard-response","84","2.0.0","298888","p5znj4obf4y","2341","<b><font size=6>Germs enter the body through the hair.</font></b>","z","Germs","Infection","F","F","F","false","",""
"","3493","html-keyboard-response","85","2.0.0","302883","p5znj4obf4y","2341","<b><font size=6>Alcohol kills germs.</font></b>","z","Germs","Sterilization","T","T","T","true","",""
"","1421","html-keyboard-response","86","2.0.0","304805","p5znj4obf4y","2341","<b><font size=6>Sunshine contains germs.</font></b>","m","Germs","Contamination","F","F","F","true","",""
"","1321","html-keyboard-response","87","2.0.0","306627","p5znj4obf4y","2341","<b><font size=6>Germs have a shape.</font></b>","m","Germs","Microbe","T","T","T","false","",""
"","1348","html-keyboard-response","88","2.0.0","308476","p5znj4obf4y","2341","<b><font size=6>Water kills germs.</font></b>","m","Germs","Sterilization","T","F","F","true","",""
"","null","html-keyboard-response","89","2.0.0","310679","p5znj4obf4y","2341","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Astronomy</font></b>","null","","","","","","","",""
"","4561","html-keyboard-response","90","2.0.0","315741","p5znj4obf4y","2341","<b><font size=6>The sun produces gravity.</font></b>","m","Astronomy","Star","F","T","T","false","",""
"","2756","html-keyboard-response","91","2.0.0","318999","p5znj4obf4y","2341","<b><font size=6>Planets are more massive than stars.</font></b>","m","Astronomy","Planet","T","F","F","true","",""
"","1763","html-keyboard-response","92","2.0.0","321264","p5znj4obf4y","2341","<b><font size=6>The sun revolves around the earth.</font></b>","z","Astronomy","Solar system","T","F","F","false","",""
"","2503","html-keyboard-response","93","2.0.0","324269","p5znj4obf4y","2341","<b><font size=6>The moon produces light.</font></b>","z","Astronomy","Star","T","F","F","false","",""
"","1098","html-keyboard-response","94","2.0.0","325867","p5znj4obf4y","2341","<b><font size=6>The sun produces light.</font></b>","z","Astronomy","Star","T","T","T","true","",""
"","2124","html-keyboard-response","95","2.0.0","328492","p5znj4obf4y","2341","<b><font size=6>Phases of the moon are caused by the earth's shadow.</font></b>","m","Astronomy","Lunar phase","T","F","F","true","",""
"","2609","html-keyboard-response","96","2.0.0","331604","p5znj4obf4y","2341","<b><font size=6>The moon revolves around the earth.</font></b>","z","Astronomy","Solar system","T","T","T","true","",""
"","3051","html-keyboard-response","97","2.0.0","335157","p5znj4obf4y","2341","<b><font size=6>Planets are more massive than moons.</font></b>","z","Astronomy","Planet","T","T","T","true","",""
"","2483","html-keyboard-response","98","2.0.0","338142","p5znj4obf4y","2341","<b><font size=6>The earth revolves around the sun.</font></b>","m","Astronomy","Solar system","F","T","T","false","",""
"","3434","html-keyboard-response","99","2.0.0","342077","p5znj4obf4y","2341","<b><font size=6>The earth's distance from the sun causes the seasons.</font></b>","z","Astronomy","Season","T","F","F","false","",""
"","12046","html-keyboard-response","100","2.0.0","354624","p5znj4obf4y","2341","<b><font size=6>Stars are more massive than planets.</font></b>","z","Astronomy","Planet","F","T","T","true","",""
"","1560","html-keyboard-response","101","2.0.0","356687","p5znj4obf4y","2341","<b><font size=6>The sun revolves around the moon.</font></b>","z","Astronomy","Solar system","F","F","F","false","",""
"","3344","html-keyboard-response","102","2.0.0","360532","p5znj4obf4y","2341","<b><font size=6>Phases of the moon are caused by the moon's orbit.</font></b>","z","Astronomy","Lunar phase","F","T","T","true","",""
"","2788","html-keyboard-response","103","2.0.0","363821","p5znj4obf4y","2341","<b><font size=6>The earth's rotation causes the seasons.</font></b>","z","Astronomy","Season","F","F","F","false","",""
"","1451","html-keyboard-response","104","2.0.0","365773","p5znj4obf4y","2341","<b><font size=6>The earth's tilt causes the seasons.</font></b>","z","Astronomy","Season","F","T","T","true","",""
"","3267","html-keyboard-response","105","2.0.0","369542","p5znj4obf4y","2341","<b><font size=6>The sun produces sound.</font></b>","m","Astronomy","Star","F","F","F","true","",""
"","3126","html-keyboard-response","106","2.0.0","373169","p5znj4obf4y","2341","<b><font size=6>Phases of the moon are caused by clouds.</font></b>","z","Astronomy","Lunar phase","F","F","F","false","",""
"","2110","html-keyboard-response","107","2.0.0","375779","p5znj4obf4y","2341","<b><font size=6>Phases of the moon are caused by changes in illumination.</font></b>","z","Astronomy","Lunar phase","T","T","T","true","",""
"","3635","html-keyboard-response","108","2.0.0","379915","p5znj4obf4y","2341","<b><font size=6>Asteroids are more massive than planets.</font></b>","m","Astronomy","Planet","F","F","F","true","",""
"","3401","html-keyboard-response","109","2.0.0","383817","p5znj4obf4y","2341","<b><font size=6>A change in overall sunlight causes the seasons.</font></b>","m","Astronomy","Season","T","T","T","false","",""
"","14784","survey-text","110","2.0.0","399104","p5znj4obf4y","2341","","{""reflection1"":""see how naive and new theories coexist""}","","","","","","","see how naive and new theories coexist",""
"","6952","survey-text","111","2.0.0","406059","p5znj4obf4y","2341","","{""reflection2"":""NA""}","","","","","","","","NA"
