"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","Category","Concept","T1","T2","CorrectAnswer","correct","reflection1","reflection2"
"","1095","html-keyboard-response","70","2.0.0","148137","pfq7dguu82a","dolphin","<b><font size=6>Forces can be straight or curved.</font></b>","z","Mechanics","Force","T","F","F","false","",""
"","2825","html-keyboard-response","71","2.0.0","151464","pfq7dguu82a","dolphin","<b><font size=6>Constant acceleration requires constant force.</font></b>","z","Mechanics","Acceleration","T","T","T","true","",""
"","1520","html-keyboard-response","72","2.0.0","153486","pfq7dguu82a","dolphin","<b><font size=6>Forces can be transferred from one object to another.</font></b>","z","Mechanics","Momentum","T","F","F","false","",""
"","998","html-keyboard-response","73","2.0.0","154987","pfq7dguu82a","dolphin","<b><font size=6>A moving bullet loses weight.</font></b>","z","Mechanics","Velocity","F","F","F","false","",""
"","2361","html-keyboard-response","74","2.0.0","157850","pfq7dguu82a","dolphin","<b><font size=6>Anvils fall through air faster than feathers.</font></b>","z","Mechanics","Gravity","T","T","T","true","",""
"","2458","html-keyboard-response","75","2.0.0","160810","pfq7dguu82a","dolphin","<b><font size=6>Constant force can yield constant rest.</font></b>","m","Mechanics","Acceleration","F","T","T","false","",""
"","740","html-keyboard-response","76","2.0.0","162052","pfq7dguu82a","dolphin","<b><font size=6>A moving bullet loses force.</font></b>","m","Mechanics","Velocity","T","F","F","true","",""
"","1557","html-keyboard-response","77","2.0.0","164110","pfq7dguu82a","dolphin","<b><font size=6>Heavy balls fall through air faster than light balls.</font></b>","z","Mechanics","Gravity","T","F","F","false","",""
"","2325","html-keyboard-response","78","2.0.0","166937","pfq7dguu82a","dolphin","<b><font size=6>Bright objects fall through air faster than dark objects.</font></b>","m","Mechanics","Gravity","F","F","F","true","",""
"","1399","html-keyboard-response","79","2.0.0","168838","pfq7dguu82a","dolphin","<b><font size=6>A moving bullet loses height.</font></b>","m","Mechanics","Velocity","F","T","T","false","",""
"","1579","html-keyboard-response","80","2.0.0","170919","pfq7dguu82a","dolphin","<b><font size=6>Momentum can be transferred from one object to another.</font></b>","z","Mechanics","Momentum","T","T","T","true","",""
"","909","html-keyboard-response","81","2.0.0","172330","pfq7dguu82a","dolphin","<b><font size=6>Forces can be male or female.</font></b>","m","Mechanics","Force","F","F","F","true","",""
"","1051","html-keyboard-response","82","2.0.0","173883","pfq7dguu82a","dolphin","<b><font size=6>Constant speed requires constant acceleration.</font></b>","z","Mechanics","Acceleration","F","F","F","false","",""
"","1210","html-keyboard-response","83","2.0.0","175594","pfq7dguu82a","dolphin","<b><font size=6>Constant motion requires constant force.</font></b>","z","Mechanics","Acceleration","T","F","F","false","",""
"","1721","html-keyboard-response","84","2.0.0","177816","pfq7dguu82a","dolphin","<b><font size=6>A moving bullet loses speed.</font></b>","z","Mechanics","Velocity","T","T","T","true","",""
"","2512","html-keyboard-response","85","2.0.0","180830","pfq7dguu82a","dolphin","<b><font size=6>Color can be transferred from one object to another.</font></b>","m","Mechanics","Momentum","F","F","F","true","",""
"","972","html-keyboard-response","86","2.0.0","182304","pfq7dguu82a","dolphin","<b><font size=6>Energy can be transferred from one object to another.</font></b>","z","Mechanics","Momentum","F","T","T","true","",""
"","1116","html-keyboard-response","87","2.0.0","183922","pfq7dguu82a","dolphin","<b><font size=6>Forces can be strong or weak.</font></b>","z","Mechanics","Force","T","T","T","true","",""
"","3014","html-keyboard-response","88","2.0.0","187438","pfq7dguu82a","dolphin","<b><font size=6>Pointy objects fall through air faster than flat objects.</font></b>","z","Mechanics","Gravity","F","T","T","true","",""
"","null","html-keyboard-response","89","2.0.0","189640","pfq7dguu82a","dolphin","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Fractions</font></b>","null","","","","","","","",""
"","3572","html-keyboard-response","90","2.0.0","193715","pfq7dguu82a","dolphin","<b><font size=6>4 divided by 2/1 is 2.</font></b>","z","Fractions","Division","T","T","T","true","",""
"","1748","html-keyboard-response","91","2.0.0","195964","pfq7dguu82a","dolphin","<b><font size=6>2/3 plus 2/4 is 2/7.</font></b>","m","Fractions","Addition","T","F","F","true","",""
"","1641","html-keyboard-response","92","2.0.0","198107","pfq7dguu82a","dolphin","<b><font size=6>1/3 plus 1/3 is 1/3.</font></b>","m","Fractions","Addition","F","F","F","true","",""
"","3393","html-keyboard-response","93","2.0.0","202002","pfq7dguu82a","dolphin","<b><font size=6>There are numbers between 10 and 10.</font></b>","m","Fractions","Infinite density","F","F","F","true","",""
"","1872","html-keyboard-response","94","2.0.0","204376","pfq7dguu82a","dolphin","<b><font size=6>All fractions are expressible as decimals.</font></b>","z","Fractions","Conversion","T","F","F","false","",""
"","3177","html-keyboard-response","95","2.0.0","208055","pfq7dguu82a","dolphin","<b><font size=6>There are numbers between 1 and 3.</font></b>","z","Fractions","Infinite density","T","T","T","true","",""
"","903","html-keyboard-response","96","2.0.0","209459","pfq7dguu82a","dolphin","<b><font size=6>There are numbers between 1/3 and 1/2.</font></b>","z","Fractions","Infinite density","F","T","T","true","",""
"","1618","html-keyboard-response","97","2.0.0","211578","pfq7dguu82a","dolphin","<b><font size=6>All fractions are expressible as integers.</font></b>","m","Fractions","Conversion","F","F","F","true","",""
"","1643","html-keyboard-response","98","2.0.0","213724","pfq7dguu82a","dolphin","<b><font size=6>12/13 is greater than 1/13.</font></b>","z","Fractions","Ordering","T","T","T","true","",""
"","1231","html-keyboard-response","99","2.0.0","215457","pfq7dguu82a","dolphin","<b><font size=6>1/17 is greater than 16/17.</font></b>","m","Fractions","Ordering","F","F","F","true","",""
"","951","html-keyboard-response","100","2.0.0","216910","pfq7dguu82a","dolphin","<b><font size=6>1/3 plus 1/3 is 2/3.</font></b>","z","Fractions","Addition","T","T","T","true","",""
"","1986","html-keyboard-response","101","2.0.0","219397","pfq7dguu82a","dolphin","<b><font size=6>1/10 plus 1/10 is 1/5.</font></b>","z","Fractions","Addition","F","T","T","true","",""
"","3414","html-keyboard-response","102","2.0.0","223313","pfq7dguu82a","dolphin","<b><font size=6>4 divided by 1/2 is 8.</font></b>","z","Fractions","Division","F","T","T","true","",""
"","2745","html-keyboard-response","103","2.0.0","226559","pfq7dguu82a","dolphin","<b><font size=6>There are numbers between 1/10 and 10/100.</font></b>","m","Fractions","Infinite density","T","F","F","true","",""
"","2162","html-keyboard-response","104","2.0.0","229223","pfq7dguu82a","dolphin","<b><font size=6>1/17 is greater than 1/9.</font></b>","m","Fractions","Ordering","T","F","F","true","",""
"","2560","html-keyboard-response","105","2.0.0","232285","pfq7dguu82a","dolphin","<b><font size=6>8 divided by 1/2 is 4.</font></b>","m","Fractions","Division","T","F","F","true","",""
"","1607","html-keyboard-response","106","2.0.0","234395","pfq7dguu82a","dolphin","<b><font size=6>All integers are expressible as fractions.</font></b>","z","Fractions","Conversion","F","T","T","true","",""
"","2586","html-keyboard-response","107","2.0.0","237482","pfq7dguu82a","dolphin","<b><font size=6>8 divided by 2/1 is 3.</font></b>","m","Fractions","Division","F","F","F","true","",""
"","1915","html-keyboard-response","108","2.0.0","239899","pfq7dguu82a","dolphin","<b><font size=6>All decimals are expressible as fractions.</font></b>","z","Fractions","Conversion","T","T","T","true","",""
"","2460","html-keyboard-response","109","2.0.0","242860","pfq7dguu82a","dolphin","<b><font size=6>1/13 is greater than 1/30.</font></b>","z","Fractions","Ordering","F","T","T","true","",""
"","16177","survey-text","110","2.0.0","259540","pfq7dguu82a","dolphin","","{""reflection1"":""Something with sentence logic frames""}","","","","","","","Something with sentence logic frames",""
"","1689","survey-text","111","2.0.0","261232","pfq7dguu82a","dolphin","","{""reflection2"":""no""}","","","","","","","","no"
