"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","Category","Concept","T1","T2","CorrectAnswer","correct","reflection1","reflection2"
"","2799","html-keyboard-response","60","2.0.0","294463","prbsg14se1x","kangaroo","<b><font size=6>The earth's rotation causes the seasons.</font></b>","m","Astronomy","Season","F","F","F","true","",""
"","1528","html-keyboard-response","61","2.0.0","296493","prbsg14se1x","kangaroo","<b><font size=6>The earth revolves around the sun.</font></b>","m","Astronomy","Solar system","F","T","T","false","",""
"","2046","html-keyboard-response","62","2.0.0","299040","prbsg14se1x","kangaroo","<b><font size=6>The earth's tilt causes the seasons.</font></b>","m","Astronomy","Season","F","T","T","false","",""
"","4333","html-keyboard-response","63","2.0.0","303875","prbsg14se1x","kangaroo","<b><font size=6>The sun produces gravity.</font></b>","m","Astronomy","Star","F","T","T","false","",""
"","2394","html-keyboard-response","64","2.0.0","306771","prbsg14se1x","kangaroo","<b><font size=6>Stars are more massive than planets.</font></b>","z","Astronomy","Planet","F","T","T","true","",""
"","1406","html-keyboard-response","65","2.0.0","308679","prbsg14se1x","kangaroo","<b><font size=6>The moon produces light.</font></b>","m","Astronomy","Star","T","F","F","true","",""
"","7248","html-keyboard-response","66","2.0.0","316429","prbsg14se1x","kangaroo","<b><font size=6>Phases of the moon are caused by changes in illumination.</font></b>","m","Astronomy","Lunar phase","T","T","T","false","",""
"","1528","html-keyboard-response","67","2.0.0","318459","prbsg14se1x","kangaroo","<b><font size=6>The moon revolves around the earth.</font></b>","m","Astronomy","Solar system","T","T","T","false","",""
"","null","html-keyboard-response","68","2.0.0","320662","prbsg14se1x","kangaroo","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Mechanics</font></b>","null","","","","","","","",""
"","12376","html-keyboard-response","69","2.0.0","333541","prbsg14se1x","kangaroo","<b><font size=6>A moving bullet loses height.</font></b>","z","Mechanics","Velocity","F","T","T","true","",""
"","1569","html-keyboard-response","70","2.0.0","335612","prbsg14se1x","kangaroo","<b><font size=6>Forces can be male or female.</font></b>","m","Mechanics","Force","F","F","F","true","",""
"","5594","html-keyboard-response","71","2.0.0","341707","prbsg14se1x","kangaroo","<b><font size=6>A moving bullet loses speed.</font></b>","z","Mechanics","Velocity","T","T","T","true","",""
"","2779","html-keyboard-response","72","2.0.0","344988","prbsg14se1x","kangaroo","<b><font size=6>Forces can be transferred from one object to another.</font></b>","z","Mechanics","Momentum","T","F","F","false","",""
"","2589","html-keyboard-response","73","2.0.0","348080","prbsg14se1x","kangaroo","<b><font size=6>Momentum can be transferred from one object to another.</font></b>","z","Mechanics","Momentum","T","T","T","true","",""
"","1322","html-keyboard-response","74","2.0.0","349904","prbsg14se1x","kangaroo","<b><font size=6>Forces can be strong or weak.</font></b>","z","Mechanics","Force","T","T","T","true","",""
"","3035","html-keyboard-response","75","2.0.0","353441","prbsg14se1x","kangaroo","<b><font size=6>A moving bullet loses weight.</font></b>","m","Mechanics","Velocity","F","F","F","true","",""
"","3839","html-keyboard-response","76","2.0.0","357782","prbsg14se1x","kangaroo","<b><font size=6>Color can be transferred from one object to another.</font></b>","m","Mechanics","Momentum","F","F","F","true","",""
"","4695","html-keyboard-response","77","2.0.0","362979","prbsg14se1x","kangaroo","<b><font size=6>A moving bullet loses force.</font></b>","z","Mechanics","Velocity","T","F","F","false","",""
"","6058","html-keyboard-response","78","2.0.0","369539","prbsg14se1x","kangaroo","<b><font size=6>Constant speed requires constant acceleration.</font></b>","m","Mechanics","Acceleration","F","F","F","true","",""
"","5554","html-keyboard-response","79","2.0.0","375596","prbsg14se1x","kangaroo","<b><font size=6>Anvils fall through air faster than feathers.</font></b>","z","Mechanics","Gravity","T","T","T","true","",""
"","4163","html-keyboard-response","80","2.0.0","380261","prbsg14se1x","kangaroo","<b><font size=6>Energy can be transferred from one object to another.</font></b>","z","Mechanics","Momentum","F","T","T","true","",""
"","10503","html-keyboard-response","81","2.0.0","391266","prbsg14se1x","kangaroo","<b><font size=6>Constant force can yield constant rest.</font></b>","m","Mechanics","Acceleration","F","T","T","false","",""
"","6227","html-keyboard-response","82","2.0.0","397995","prbsg14se1x","kangaroo","<b><font size=6>Heavy balls fall through air faster than light balls.</font></b>","z","Mechanics","Gravity","T","F","F","false","",""
"","4756","html-keyboard-response","83","2.0.0","403252","prbsg14se1x","kangaroo","<b><font size=6>Forces can be balanced or unbalanced.</font></b>","z","Mechanics","Force","F","T","T","true","",""
"","5613","html-keyboard-response","84","2.0.0","409366","prbsg14se1x","kangaroo","<b><font size=6>Constant acceleration requires constant force.</font></b>","z","Mechanics","Acceleration","T","T","T","true","",""
"","3263","html-keyboard-response","85","2.0.0","413131","prbsg14se1x","kangaroo","<b><font size=6>Constant motion requires constant force.</font></b>","z","Mechanics","Acceleration","T","F","F","false","",""
"","2798","html-keyboard-response","86","2.0.0","416431","prbsg14se1x","kangaroo","<b><font size=6>Bright objects fall through air faster than dark objects.</font></b>","m","Mechanics","Gravity","F","F","F","true","",""
"","6397","html-keyboard-response","87","2.0.0","423330","prbsg14se1x","kangaroo","<b><font size=6>Pointy objects fall through air faster than flat objects.</font></b>","z","Mechanics","Gravity","F","T","T","true","",""
"","7688","html-keyboard-response","88","2.0.0","431520","prbsg14se1x","kangaroo","<b><font size=6>Forces can be straight or curved.</font></b>","z","Mechanics","Force","T","F","F","false","",""
"","null","html-keyboard-response","89","2.0.0","433723","prbsg14se1x","kangaroo","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Waves</font></b>","null","","","","","","","",""
"","5450","html-keyboard-response","90","2.0.0","439676","prbsg14se1x","kangaroo","<b><font size=6>Shadows contain all colors of light.</font></b>","z","Waves","Light","F","F","F","false","",""
"","1890","html-keyboard-response","91","2.0.0","442068","prbsg14se1x","kangaroo","<b><font size=6>Black objects reflect all colors of light.</font></b>","m","Waves","Light","T","F","F","true","",""
"","1491","html-keyboard-response","92","2.0.0","444060","prbsg14se1x","kangaroo","<b><font size=6>Sounds can be dead or alive.</font></b>","m","Waves","Sound","F","F","F","true","",""
"","1112","html-keyboard-response","93","2.0.0","445674","prbsg14se1x","kangaroo","<b><font size=6>Sound travels through foam.</font></b>","m","Waves","Propagation","F","F","F","true","",""
"","2336","html-keyboard-response","94","2.0.0","448512","prbsg14se1x","kangaroo","<b><font size=6>Red objects reflect blue light.</font></b>","m","Waves","Color","F","F","F","true","",""
"","2047","html-keyboard-response","95","2.0.0","451061","prbsg14se1x","kangaroo","<b><font size=6>Red objects absorb blue light.</font></b>","m","Waves","Color","F","T","T","false","",""
"","2468","html-keyboard-response","96","2.0.0","454031","prbsg14se1x","kangaroo","<b><font size=6>Sounds can be near or far.</font></b>","z","Waves","Sound","T","F","F","false","",""
"","1896","html-keyboard-response","97","2.0.0","456428","prbsg14se1x","kangaroo","<b><font size=6>Mirrors reflect light.</font></b>","z","Waves","Reflection","T","T","T","true","",""
"","1254","html-keyboard-response","98","2.0.0","458185","prbsg14se1x","kangaroo","<b><font size=6>Sounds can be loud or quiet.</font></b>","z","Waves","Sound","T","T","T","true","",""
"","3877","html-keyboard-response","99","2.0.0","462563","prbsg14se1x","kangaroo","<b><font size=6>Foam reflects sound.</font></b>","m","Waves","Reflection","F","F","F","true","",""
"","3354","html-keyboard-response","100","2.0.0","466419","prbsg14se1x","kangaroo","<b><font size=6>Sound travels through a vacuum.</font></b>","z","Waves","Propagation","T","F","F","false","",""
"","1749","html-keyboard-response","101","2.0.0","468670","prbsg14se1x","kangaroo","<b><font size=6>White light contains all colors of light.</font></b>","z","Waves","Light","F","T","T","true","",""
"","14926","html-keyboard-response","102","2.0.0","484098","prbsg14se1x","kangaroo","<b><font size=6>Sounds can be direct or reflected.</font></b>","z","Waves","Sound","F","T","T","true","",""
"","1103","html-keyboard-response","103","2.0.0","485703","prbsg14se1x","kangaroo","<b><font size=6>Prisms reflect light.</font></b>","z","Waves","Reflection","T","F","F","false","",""
"","1323","html-keyboard-response","104","2.0.0","487528","prbsg14se1x","kangaroo","<b><font size=6>Mirrors reflect sound.</font></b>","m","Waves","Reflection","F","T","T","false","",""
"","1819","html-keyboard-response","105","2.0.0","489849","prbsg14se1x","kangaroo","<b><font size=6>Sound travels through air.</font></b>","z","Waves","Propagation","T","T","T","true","",""
"","1889","html-keyboard-response","106","2.0.0","492241","prbsg14se1x","kangaroo","<b><font size=6>Red objects absorb red light.</font></b>","m","Waves","Color","T","F","F","true","",""
"","1279","html-keyboard-response","107","2.0.0","494021","prbsg14se1x","kangaroo","<b><font size=6>Red objects reflect red light.</font></b>","m","Waves","Color","T","T","T","false","",""
"","2241","html-keyboard-response","108","2.0.0","496763","prbsg14se1x","kangaroo","<b><font size=6>Rainbows contain all colors of light.</font></b>","z","Waves","Light","T","T","T","true","",""
"","2365","html-keyboard-response","109","2.0.0","499631","prbsg14se1x","kangaroo","<b><font size=6>Sound travels through metal.</font></b>","z","Waves","Propagation","F","T","T","true","",""
"","17929","survey-text","110","2.0.0","518065","prbsg14se1x","kangaroo","","{""reflection1"":""To test what subjects people are most confident in ""}","","","","","","","To test what subjects people are most confident in ",""
"","3394","survey-text","111","2.0.0","521462","prbsg14se1x","kangaroo","","{""reflection2"":""No""}","","","","","","","","No"
