"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","stimulus","response","Category","Concept","T1","T2","CorrectAnswer","correct","reflection1","reflection2"
"","null","html-keyboard-response","26","2.0.0","118497","pt7kex0zrde","gorilla","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Matter</font></b>","null","","","","","","","",""
"","4869","html-keyboard-response","27","2.0.0","123878","pt7kex0zrde","gorilla","<b><font size=6>A grain of sand can be cut in half.</font></b>","z","Matter","Divisibility","F","T","T","true","",""
"","4570","html-keyboard-response","28","2.0.0","128962","pt7kex0zrde","gorilla","<b><font size=6>A pound of steel weighs more than a ton of steel.</font></b>","m","Matter","Weight","F","F","F","true","",""
"","3625","html-keyboard-response","29","2.0.0","133090","pt7kex0zrde","gorilla","<b><font size=6>A liter of water weighs more than a liter of ice.</font></b>","m","Matter","Weight","F","T","T","false","",""
"","11176","html-keyboard-response","30","2.0.0","144771","pt7kex0zrde","gorilla","<b><font size=6>A cold penny is denser than a hot penny.</font></b>","z","Matter","Density","F","T","T","true","",""
"","5418","html-keyboard-response","31","2.0.0","150694","pt7kex0zrde","gorilla","<b><font size=6>Foam is denser than brick.</font></b>","m","Matter","Density","F","F","F","true","",""
"","3928","html-keyboard-response","32","2.0.0","155133","pt7kex0zrde","gorilla","<b><font size=6>Steel is denser than foam.</font></b>","z","Matter","Density","T","T","T","true","",""
"","3165","html-keyboard-response","33","2.0.0","158809","pt7kex0zrde","gorilla","<b><font size=6>A liter of water weighs more than a liter of air.</font></b>","z","Matter","Weight","T","T","T","true","",""
"","1388","html-keyboard-response","34","2.0.0","160702","pt7kex0zrde","gorilla","<b><font size=6>Ice is denser than water.</font></b>","z","Matter","Density","T","F","F","false","",""
"","1270","html-keyboard-response","35","2.0.0","162484","pt7kex0zrde","gorilla","<b><font size=6>A shadow can be cut in half.</font></b>","m","Matter","Divisibility","T","F","F","true","",""
"","2657","html-keyboard-response","36","2.0.0","165652","pt7kex0zrde","gorilla","<b><font size=6>Air is composed of matter.</font></b>","z","Matter","Mass","F","T","T","true","",""
"","1579","html-keyboard-response","37","2.0.0","167736","pt7kex0zrde","gorilla","<b><font size=6>Fire is composed of matter.</font></b>","z","Matter","Mass","T","F","F","false","",""
"","1002","html-keyboard-response","38","2.0.0","169255","pt7kex0zrde","gorilla","<b><font size=6>Rocks are composed of matter.</font></b>","z","Matter","Mass","T","T","T","true","",""
"","938","html-keyboard-response","39","2.0.0","170702","pt7kex0zrde","gorilla","<b><font size=6>Numbers are composed of matter.</font></b>","m","Matter","Mass","F","F","F","true","",""
"","2385","html-keyboard-response","40","2.0.0","173591","pt7kex0zrde","gorilla","<b><font size=6>Atoms are mostly empty space.</font></b>","m","Matter","Atom","F","T","T","false","",""
"","1067","html-keyboard-response","41","2.0.0","175164","pt7kex0zrde","gorilla","<b><font size=6>A log can be cut in half.</font></b>","z","Matter","Divisibility","T","T","T","true","",""
"","1533","html-keyboard-response","42","2.0.0","177200","pt7kex0zrde","gorilla","<b><font size=6>An idea can be cut in half.</font></b>","m","Matter","Divisibility","F","F","F","true","",""
"","7277","html-keyboard-response","43","2.0.0","184979","pt7kex0zrde","gorilla","<b><font size=6>A pound of steel weighs more than a pound of feathers.</font></b>","z","Matter","Weight","T","F","F","false","",""
"","1790","html-keyboard-response","44","2.0.0","187282","pt7kex0zrde","gorilla","<b><font size=6>Atoms are visible to the naked eye.</font></b>","m","Matter","Atom","F","F","F","true","",""
"","7462","html-keyboard-response","45","2.0.0","195248","pt7kex0zrde","gorilla","<b><font size=6>Atoms are weightless.</font></b>","z","Matter","Atom","T","F","F","false","",""
"","11178","html-keyboard-response","46","2.0.0","206938","pt7kex0zrde","gorilla","<b><font size=6>Atoms are the constituents of matter.</font></b>","z","Matter","Atom","T","T","T","true","",""
"","null","html-keyboard-response","47","2.0.0","209148","pt7kex0zrde","gorilla","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Germs</font></b>","null","","","","","","","",""
"","2802","html-keyboard-response","48","2.0.0","212458","pt7kex0zrde","gorilla","<b><font size=6>Heat kills germs.</font></b>","z","Germs","Sterilization","F","T","T","true","",""
"","1635","html-keyboard-response","49","2.0.0","214598","pt7kex0zrde","gorilla","<b><font size=6>Germs have DNA.</font></b>","z","Germs","Microbe","F","T","T","true","",""
"","3494","html-keyboard-response","50","2.0.0","218597","pt7kex0zrde","gorilla","<b><font size=6>Alcohol kills germs.</font></b>","z","Germs","Sterilization","T","T","T","true","",""
"","2081","html-keyboard-response","51","2.0.0","221188","pt7kex0zrde","gorilla","<b><font size=6>Being depressed can make a person sick.</font></b>","z","Germs","Contagion","F","T","T","true","",""
"","2432","html-keyboard-response","52","2.0.0","224131","pt7kex0zrde","gorilla","<b><font size=6>Germs have an odor.</font></b>","m","Germs","Microbe","T","F","F","true","",""
"","2142","html-keyboard-response","53","2.0.0","226779","pt7kex0zrde","gorilla","<b><font size=6>Dish sponges contain germs.</font></b>","z","Germs","Contamination","F","T","T","true","",""
"","1579","html-keyboard-response","54","2.0.0","228868","pt7kex0zrde","gorilla","<b><font size=6>Water kills germs.</font></b>","m","Germs","Sterilization","T","F","F","true","",""
"","2383","html-keyboard-response","55","2.0.0","231762","pt7kex0zrde","gorilla","<b><font size=6>Germs enter the body through the eyes.</font></b>","z","Germs","Infection","F","T","T","true","",""
"","2023","html-keyboard-response","56","2.0.0","234297","pt7kex0zrde","gorilla","<b><font size=6>Being sneezed on can make a person sick.</font></b>","z","Germs","Contagion","T","T","T","true","",""
"","1098","html-keyboard-response","57","2.0.0","235908","pt7kex0zrde","gorilla","<b><font size=6>Urine contains germs.</font></b>","z","Germs","Contamination","T","F","F","false","",""
"","1057","html-keyboard-response","58","2.0.0","237475","pt7kex0zrde","gorilla","<b><font size=6>Rotting meat contains germs.</font></b>","z","Germs","Contamination","T","T","T","true","",""
"","1239","html-keyboard-response","59","2.0.0","239220","pt7kex0zrde","gorilla","<b><font size=6>Germs enter the body through the skin.</font></b>","z","Germs","Infection","T","F","F","false","",""
"","1229","html-keyboard-response","60","2.0.0","240964","pt7kex0zrde","gorilla","<b><font size=6>Germs have a shape.</font></b>","m","Germs","Microbe","T","T","T","false","",""
"","3133","html-keyboard-response","61","2.0.0","244601","pt7kex0zrde","gorilla","<b><font size=6>Germs enter the body through the hair.</font></b>","m","Germs","Infection","F","F","F","true","",""
"","1357","html-keyboard-response","62","2.0.0","246467","pt7kex0zrde","gorilla","<b><font size=6>Being cold can make a person sick.</font></b>","z","Germs","Contagion","T","F","F","false","",""
"","1931","html-keyboard-response","63","2.0.0","248902","pt7kex0zrde","gorilla","<b><font size=6>Kindness kills germs.</font></b>","m","Germs","Sterilization","F","F","F","true","",""
"","2231","html-keyboard-response","64","2.0.0","251638","pt7kex0zrde","gorilla","<b><font size=6>Sunshine contains germs.</font></b>","m","Germs","Contamination","F","F","F","true","",""
"","1050","html-keyboard-response","65","2.0.0","253205","pt7kex0zrde","gorilla","<b><font size=6>Germs have feelings.</font></b>","m","Germs","Microbe","F","F","F","true","",""
"","1490","html-keyboard-response","66","2.0.0","255198","pt7kex0zrde","gorilla","<b><font size=6>Being happy can make a person sick.</font></b>","m","Germs","Contagion","F","F","F","true","",""
"","1443","html-keyboard-response","67","2.0.0","257145","pt7kex0zrde","gorilla","<b><font size=6>Germs enter the body through cuts.</font></b>","z","Germs","Infection","T","T","T","true","",""
"","null","html-keyboard-response","68","2.0.0","259358","pt7kex0zrde","gorilla","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Physiology</font></b>","null","","","","","","","",""
"","5550","html-keyboard-response","69","2.0.0","265413","pt7kex0zrde","gorilla","<b><font size=6>A baby can be identical to an older sibling.</font></b>","m","Physiology","Kinship","T","F","F","true","",""
"","1745","html-keyboard-response","70","2.0.0","267667","pt7kex0zrde","gorilla","<b><font size=6>Clouds can die.</font></b>","m","Physiology","Death","T","F","F","true","",""
"","2757","html-keyboard-response","71","2.0.0","270933","pt7kex0zrde","gorilla","<b><font size=6>A baby can be a mother or a father.</font></b>","m","Physiology","Kinship","F","F","F","true","",""
"","1201","html-keyboard-response","72","2.0.0","272640","pt7kex0zrde","gorilla","<b><font size=6>Fish are alive.</font></b>","z","Physiology","Life","T","T","T","true","",""
"","1475","html-keyboard-response","73","2.0.0","274626","pt7kex0zrde","gorilla","<b><font size=6>Turtles can die.</font></b>","z","Physiology","Death","T","T","T","true","",""
"","1466","html-keyboard-response","74","2.0.0","276595","pt7kex0zrde","gorilla","<b><font size=6>Chairs can reproduce.</font></b>","m","Physiology","Reproduction","F","F","F","true","",""
"","1715","html-keyboard-response","75","2.0.0","278818","pt7kex0zrde","gorilla","<b><font size=6>Coral is alive.</font></b>","z","Physiology","Life","F","T","T","true","",""
"","1162","html-keyboard-response","76","2.0.0","280483","pt7kex0zrde","gorilla","<b><font size=6>The sun is alive.</font></b>","m","Physiology","Life","T","F","F","true","",""
"","2361","html-keyboard-response","77","2.0.0","283348","pt7kex0zrde","gorilla","<b><font size=6>People turn food into energy.</font></b>","z","Physiology","Metabolism","T","T","T","true","",""
"","927","html-keyboard-response","78","2.0.0","284785","pt7kex0zrde","gorilla","<b><font size=6>Rocks are alive.</font></b>","m","Physiology","Life","F","F","F","true","",""
"","1919","html-keyboard-response","79","2.0.0","287218","pt7kex0zrde","gorilla","<b><font size=6>Plants turn food into energy.</font></b>","z","Physiology","Metabolism","T","F","F","false","",""
"","3429","html-keyboard-response","80","2.0.0","291154","pt7kex0zrde","gorilla","<b><font size=6>Mushrooms can die.</font></b>","m","Physiology","Death","F","T","T","false","",""
"","1639","html-keyboard-response","81","2.0.0","293300","pt7kex0zrde","gorilla","<b><font size=6>A baby can be a niece or a nephew.</font></b>","z","Physiology","Kinship","T","T","T","true","",""
"","2825","html-keyboard-response","82","2.0.0","296634","pt7kex0zrde","gorilla","<b><font size=6>Screwdrivers can die.</font></b>","m","Physiology","Death","F","F","F","true","",""
"","7401","html-keyboard-response","83","2.0.0","304547","pt7kex0zrde","gorilla","<b><font size=6>Bacteria turn food into energy.</font></b>","z","Physiology","Metabolism","F","T","T","true","",""
"","2778","html-keyboard-response","84","2.0.0","307841","pt7kex0zrde","gorilla","<b><font size=6>Rocks turn food into energy.</font></b>","m","Physiology","Metabolism","F","F","F","true","",""
"","5331","html-keyboard-response","85","2.0.0","313684","pt7kex0zrde","gorilla","<b><font size=6>Ferns can reproduce.</font></b>","z","Physiology","Reproduction","F","T","T","true","",""
"","1327","html-keyboard-response","86","2.0.0","315516","pt7kex0zrde","gorilla","<b><font size=6>A baby can be an uncle or an aunt.</font></b>","m","Physiology","Kinship","F","T","T","false","",""
"","2178","html-keyboard-response","87","2.0.0","318206","pt7kex0zrde","gorilla","<b><font size=6>Caterpillars can reproduce.</font></b>","z","Physiology","Reproduction","T","F","F","false","",""
"","1551","html-keyboard-response","88","2.0.0","320261","pt7kex0zrde","gorilla","<b><font size=6>Tigers can reproduce.</font></b>","z","Physiology","Reproduction","T","T","T","true","",""
"","null","html-keyboard-response","89","2.0.0","322488","pt7kex0zrde","gorilla","<p><font-size=6>All the following statements are in category:</font></p><b><font size=10><font color=blue>Waves</font></b>","null","","","","","","","",""
"","1246","html-keyboard-response","90","2.0.0","324250","pt7kex0zrde","gorilla","<b><font size=6>Sounds can be loud or quiet.</font></b>","z","Waves","Sound","T","T","T","true","",""
"","1839","html-keyboard-response","91","2.0.0","326600","pt7kex0zrde","gorilla","<b><font size=6>White light contains all colors of light.</font></b>","z","Waves","Light","F","T","T","true","",""
"","2667","html-keyboard-response","92","2.0.0","329772","pt7kex0zrde","gorilla","<b><font size=6>Sounds can be near or far.</font></b>","z","Waves","Sound","T","F","F","false","",""
"","1119","html-keyboard-response","93","2.0.0","331394","pt7kex0zrde","gorilla","<b><font size=6>Sound travels through metal.</font></b>","z","Waves","Propagation","F","T","T","true","",""
"","974","html-keyboard-response","94","2.0.0","332880","pt7kex0zrde","gorilla","<b><font size=6>Prisms reflect light.</font></b>","z","Waves","Reflection","T","F","F","false","",""
"","3232","html-keyboard-response","95","2.0.0","336621","pt7kex0zrde","gorilla","<b><font size=6>Sound travels through foam.</font></b>","z","Waves","Propagation","F","F","F","false","",""
"","1271","html-keyboard-response","96","2.0.0","338406","pt7kex0zrde","gorilla","<b><font size=6>Sounds can be dead or alive.</font></b>","m","Waves","Sound","F","F","F","true","",""
"","4137","html-keyboard-response","97","2.0.0","343052","pt7kex0zrde","gorilla","<b><font size=6>Foam reflects sound.</font></b>","m","Waves","Reflection","F","F","F","true","",""
"","2969","html-keyboard-response","98","2.0.0","346532","pt7kex0zrde","gorilla","<b><font size=6>Red objects absorb blue light.</font></b>","m","Waves","Color","F","T","T","false","",""
"","1555","html-keyboard-response","99","2.0.0","348591","pt7kex0zrde","gorilla","<b><font size=6>Mirrors reflect sound.</font></b>","m","Waves","Reflection","F","T","T","false","",""
"","4061","html-keyboard-response","100","2.0.0","353162","pt7kex0zrde","gorilla","<b><font size=6>Sounds can be direct or reflected.</font></b>","z","Waves","Sound","F","T","T","true","",""
"","3882","html-keyboard-response","101","2.0.0","357555","pt7kex0zrde","gorilla","<b><font size=6>Red objects reflect red light.</font></b>","z","Waves","Color","T","T","T","true","",""
"","4389","html-keyboard-response","102","2.0.0","362448","pt7kex0zrde","gorilla","<b><font size=6>Red objects reflect blue light.</font></b>","m","Waves","Color","F","F","F","true","",""
"","1496","html-keyboard-response","103","2.0.0","364456","pt7kex0zrde","gorilla","<b><font size=6>Black objects reflect all colors of light.</font></b>","z","Waves","Light","T","F","F","false","",""
"","1025","html-keyboard-response","104","2.0.0","365983","pt7kex0zrde","gorilla","<b><font size=6>Mirrors reflect light.</font></b>","z","Waves","Reflection","T","T","T","true","",""
"","3094","html-keyboard-response","105","2.0.0","369584","pt7kex0zrde","gorilla","<b><font size=6>Rainbows contain all colors of light.</font></b>","m","Waves","Light","T","T","T","false","",""
"","1443","html-keyboard-response","106","2.0.0","371534","pt7kex0zrde","gorilla","<b><font size=6>Sound travels through air.</font></b>","z","Waves","Propagation","T","T","T","true","",""
"","2154","html-keyboard-response","107","2.0.0","374196","pt7kex0zrde","gorilla","<b><font size=6>Shadows contain all colors of light.</font></b>","m","Waves","Light","F","F","F","true","",""
"","2724","html-keyboard-response","108","2.0.0","377431","pt7kex0zrde","gorilla","<b><font size=6>Red objects absorb red light.</font></b>","z","Waves","Color","T","F","F","false","",""
"","3609","html-keyboard-response","109","2.0.0","381546","pt7kex0zrde","gorilla","<b><font size=6>Sound travels through a vacuum.</font></b>","m","Waves","Propagation","T","F","F","true","",""
"","19451","survey-text","110","2.0.0","401505","pt7kex0zrde","gorilla","","{""reflection1"":""To judge how accurate people's general beliefs about science are""}","","","","","","","To judge how accurate people's general beliefs about science are",""
"","3191","survey-text","111","2.0.0","404701","pt7kex0zrde","gorilla","","{""reflection2"":""no""}","","","","","","","","no"
