rt,trial_type,trial_index,trial_number,plugin_version,time_elapsed,random_id,participant_id,stimulus,response,Category,Concept,T1,T2,CorrectAnswer,correct,is_right,reflection_1,reflection_2
7121,html-keyboard-response,25,20,2.0.0,83835,p03mqyeeyqu,seal,<b><font size=6>Rainbows contain all colors of light.</font></b>,z,Waves,Light,TRUE,TRUE,TRUE,TRUE,1,NA,no
2092,html-keyboard-response,27,21,2.0.0,88632,p03mqyeeyqu,seal,<b><font size=6>Gravity has heat.</font></b>,z,Thermodynamics,Heat,FALSE,FALSE,FALSE,FALSE,0,NA,no
1621,html-keyboard-response,28,22,2.0.0,90755,p03mqyeeyqu,seal,<b><font size=6>Cold objects transfer heat to warm objects.</font></b>,z,Thermodynamics,Heat transfer,FALSE,FALSE,FALSE,FALSE,0,NA,no
3313,html-keyboard-response,29,23,2.0.0,94570,p03mqyeeyqu,seal,<b><font size=6>Boiling water has a lower temperature than steam.</font></b>,z,Thermodynamics,Temperature,FALSE,TRUE,TRUE,TRUE,1,NA,no
1679,html-keyboard-response,30,24,2.0.0,96750,p03mqyeeyqu,seal,<b><font size=6>Water transfers heat to steam.</font></b>,z,Thermodynamics,Heat transfer,TRUE,FALSE,FALSE,FALSE,0,NA,no
2436,html-keyboard-response,31,25,2.0.0,99688,p03mqyeeyqu,seal,<b><font size=6>Ice has a lower temperature than water.</font></b>,z,Thermodynamics,Temperature,TRUE,TRUE,TRUE,TRUE,1,NA,no
2968,html-keyboard-response,32,26,2.0.0,103158,p03mqyeeyqu,seal,<b><font size=6>Steam has a lower temperature than ice.</font></b>,m,Thermodynamics,Temperature,FALSE,FALSE,FALSE,TRUE,1,NA,no
1133,html-keyboard-response,33,27,2.0.0,104793,p03mqyeeyqu,seal,<b><font size=6>The sun has heat.</font></b>,z,Thermodynamics,Heat,TRUE,TRUE,TRUE,TRUE,1,NA,no
1156,html-keyboard-response,34,28,2.0.0,106451,p03mqyeeyqu,seal,<b><font size=6>Ovens produce heat.</font></b>,z,Thermodynamics,Heat source,TRUE,TRUE,TRUE,TRUE,1,NA,no
1132,html-keyboard-response,35,29,2.0.0,108084,p03mqyeeyqu,seal,<b><font size=6>Coats produce heat.</font></b>,z,Thermodynamics,Heat source,TRUE,FALSE,FALSE,FALSE,0,NA,no
3887,html-keyboard-response,36,30,2.0.0,112472,p03mqyeeyqu,seal,<b><font size=6>Heat increases an object's weight.</font></b>,z,Thermodynamics,Thermal expansion,TRUE,FALSE,FALSE,FALSE,0,NA,no
1855,html-keyboard-response,37,31,2.0.0,114829,p03mqyeeyqu,seal,<b><font size=6>Heat increases an object's color.</font></b>,z,Thermodynamics,Thermal expansion,FALSE,FALSE,FALSE,FALSE,0,NA,no
3184,html-keyboard-response,38,32,2.0.0,118514,p03mqyeeyqu,seal,<b><font size=6>Ice has heat.</font></b>,m,Thermodynamics,Heat,FALSE,TRUE,TRUE,FALSE,0,NA,no
2413,html-keyboard-response,39,33,2.0.0,121429,p03mqyeeyqu,seal,<b><font size=6>Heat increases an object's size.</font></b>,z,Thermodynamics,Thermal expansion,FALSE,TRUE,TRUE,TRUE,1,NA,no
12289,html-keyboard-response,40,34,2.0.0,134221,p03mqyeeyqu,seal,<b><font size=6>Water transfers heat to ice.</font></b>,z,Thermodynamics,Heat transfer,TRUE,TRUE,TRUE,TRUE,1,NA,no
4460,html-keyboard-response,41,35,2.0.0,139183,p03mqyeeyqu,seal,<b><font size=6>Heat increases an object's temperature.</font></b>,z,Thermodynamics,Thermal expansion,TRUE,TRUE,TRUE,TRUE,1,NA,no
1252,html-keyboard-response,42,36,2.0.0,140937,p03mqyeeyqu,seal,<b><font size=6>Pressure produces heat.</font></b>,z,Thermodynamics,Heat source,FALSE,TRUE,TRUE,TRUE,1,NA,no
1581,html-keyboard-response,43,37,2.0.0,143020,p03mqyeeyqu,seal,<b><font size=6>Rain produces heat.</font></b>,m,Thermodynamics,Heat source,FALSE,FALSE,FALSE,TRUE,1,NA,no
2768,html-keyboard-response,44,38,2.0.0,146289,p03mqyeeyqu,seal,<b><font size=6>Two cups of ice have a lower temperature than one.</font></b>,z,Thermodynamics,Temperature,TRUE,FALSE,FALSE,FALSE,0,NA,no
1111,html-keyboard-response,45,39,2.0.0,147902,p03mqyeeyqu,seal,<b><font size=6>Atoms have heat.</font></b>,z,Thermodynamics,Heat,TRUE,FALSE,FALSE,FALSE,0,NA,no
3330,html-keyboard-response,46,40,2.0.0,151733,p03mqyeeyqu,seal,<b><font size=6>Cold objects transfer heat to even colder objects.</font></b>,m,Thermodynamics,Heat transfer,FALSE,TRUE,TRUE,FALSE,0,NA,no
5433,html-keyboard-response,48,41,2.0.0,159872,p03mqyeeyqu,seal,<b><font size=6>Clouds can die.</font></b>,z,Physiology,Death,TRUE,FALSE,FALSE,FALSE,0,NA,no
932,html-keyboard-response,49,42,2.0.0,161306,p03mqyeeyqu,seal,<b><font size=6>Coral is alive.</font></b>,z,Physiology,Life,FALSE,TRUE,TRUE,TRUE,1,NA,no
1077,html-keyboard-response,50,43,2.0.0,162885,p03mqyeeyqu,seal,<b><font size=6>Mushrooms can die.</font></b>,z,Physiology,Death,FALSE,TRUE,TRUE,TRUE,1,NA,no
1352,html-keyboard-response,51,44,2.0.0,164739,p03mqyeeyqu,seal,<b><font size=6>Ferns can reproduce.</font></b>,z,Physiology,Reproduction,FALSE,TRUE,TRUE,TRUE,1,NA,no
767,html-keyboard-response,52,45,2.0.0,166007,p03mqyeeyqu,seal,<b><font size=6>Tigers can reproduce.</font></b>,z,Physiology,Reproduction,TRUE,TRUE,TRUE,TRUE,1,NA,no
1052,html-keyboard-response,53,46,2.0.0,167561,p03mqyeeyqu,seal,<b><font size=6>Turtles can die.</font></b>,z,Physiology,Death,TRUE,TRUE,TRUE,TRUE,1,NA,no
1396,html-keyboard-response,54,47,2.0.0,169459,p03mqyeeyqu,seal,<b><font size=6>Chairs can reproduce.</font></b>,m,Physiology,Reproduction,FALSE,FALSE,FALSE,TRUE,1,NA,no
1592,html-keyboard-response,55,48,2.0.0,171553,p03mqyeeyqu,seal,<b><font size=6>Plants turn food into energy.</font></b>,z,Physiology,Metabolism,TRUE,FALSE,FALSE,FALSE,0,NA,no
2074,html-keyboard-response,56,49,2.0.0,174129,p03mqyeeyqu,seal,<b><font size=6>A baby can be an uncle or an aunt.</font></b>,z,Physiology,Kinship,FALSE,TRUE,TRUE,TRUE,1,NA,no
3707,html-keyboard-response,57,50,2.0.0,178338,p03mqyeeyqu,seal,<b><font size=6>Bacteria turn food into energy.</font></b>,z,Physiology,Metabolism,FALSE,TRUE,TRUE,TRUE,1,NA,no
1047,html-keyboard-response,58,51,2.0.0,179887,p03mqyeeyqu,seal,<b><font size=6>Screwdrivers can die.</font></b>,m,Physiology,Death,FALSE,FALSE,FALSE,TRUE,1,NA,no
5110,html-keyboard-response,59,52,2.0.0,185498,p03mqyeeyqu,seal,<b><font size=6>Rocks turn food into energy.</font></b>,m,Physiology,Metabolism,FALSE,FALSE,FALSE,TRUE,1,NA,no
2192,html-keyboard-response,60,53,2.0.0,188191,p03mqyeeyqu,seal,<b><font size=6>A baby can be a mother or a father.</font></b>,m,Physiology,Kinship,FALSE,FALSE,FALSE,TRUE,1,NA,no
1388,html-keyboard-response,61,54,2.0.0,190081,p03mqyeeyqu,seal,<b><font size=6>People turn food into energy.</font></b>,z,Physiology,Metabolism,TRUE,TRUE,TRUE,TRUE,1,NA,no
683,html-keyboard-response,62,55,2.0.0,191266,p03mqyeeyqu,seal,<b><font size=6>The sun is alive.</font></b>,z,Physiology,Life,TRUE,FALSE,FALSE,FALSE,0,NA,no
837,html-keyboard-response,63,56,2.0.0,192605,p03mqyeeyqu,seal,<b><font size=6>Caterpillars can reproduce.</font></b>,z,Physiology,Reproduction,TRUE,FALSE,FALSE,FALSE,0,NA,no
1451,html-keyboard-response,64,57,2.0.0,194558,p03mqyeeyqu,seal,<b><font size=6>Rocks are alive.</font></b>,m,Physiology,Life,FALSE,FALSE,FALSE,TRUE,1,NA,no
1186,html-keyboard-response,65,58,2.0.0,196246,p03mqyeeyqu,seal,<b><font size=6>A baby can be a niece or a nephew.</font></b>,z,Physiology,Kinship,TRUE,TRUE,TRUE,TRUE,1,NA,no
2547,html-keyboard-response,66,59,2.0.0,199295,p03mqyeeyqu,seal,<b><font size=6>A baby can be identical to an older sibling.</font></b>,m,Physiology,Kinship,TRUE,FALSE,FALSE,TRUE,1,NA,no
2276,html-keyboard-response,67,60,2.0.0,202073,p03mqyeeyqu,seal,<b><font size=6>Fish are alive.</font></b>,z,Physiology,Life,TRUE,TRUE,TRUE,TRUE,1,NA,no
2768,html-keyboard-response,69,61,2.0.0,207546,p03mqyeeyqu,seal,<b><font size=6>The sun revolves around the earth.</font></b>,m,Astronomy,Solar system,TRUE,FALSE,FALSE,TRUE,1,NA,no
8064,html-keyboard-response,70,62,2.0.0,216112,p03mqyeeyqu,seal,<b><font size=6>Phases of the moon are caused by the earth's shadow.</font></b>,z,Astronomy,Lunar phase,TRUE,FALSE,FALSE,FALSE,0,NA,no
1373,html-keyboard-response,71,63,2.0.0,217987,p03mqyeeyqu,seal,<b><font size=6>Phases of the moon are caused by the moon's orbit.</font></b>,z,Astronomy,Lunar phase,FALSE,TRUE,TRUE,TRUE,1,NA,no
2339,html-keyboard-response,72,64,2.0.0,220827,p03mqyeeyqu,seal,<b><font size=6>Planets are more massive than moons.</font></b>,z,Astronomy,Planet,TRUE,TRUE,TRUE,TRUE,1,NA,no
2106,html-keyboard-response,73,65,2.0.0,223436,p03mqyeeyqu,seal,<b><font size=6>The sun produces sound.</font></b>,z,Astronomy,Star,FALSE,FALSE,FALSE,FALSE,0,NA,no
2978,html-keyboard-response,74,66,2.0.0,226916,p03mqyeeyqu,seal,<b><font size=6>The moon produces light.</font></b>,m,Astronomy,Star,TRUE,FALSE,FALSE,TRUE,1,NA,no
3621,html-keyboard-response,75,67,2.0.0,231039,p03mqyeeyqu,seal,<b><font size=6>Stars are more massive than planets.</font></b>,z,Astronomy,Planet,FALSE,TRUE,TRUE,TRUE,1,NA,no
2337,html-keyboard-response,76,68,2.0.0,233878,p03mqyeeyqu,seal,<b><font size=6>Phases of the moon are caused by changes in illumination.</font></b>,z,Astronomy,Lunar phase,TRUE,TRUE,TRUE,TRUE,1,NA,no
2608,html-keyboard-response,77,69,2.0.0,236987,p03mqyeeyqu,seal,<b><font size=6>The earth's rotation causes the seasons.</font></b>,z,Astronomy,Season,FALSE,FALSE,FALSE,FALSE,0,NA,no
2178,html-keyboard-response,78,70,2.0.0,239666,p03mqyeeyqu,seal,<b><font size=6>The sun revolves around the moon.</font></b>,m,Astronomy,Solar system,FALSE,FALSE,FALSE,TRUE,1,NA,no
2312,html-keyboard-response,79,71,2.0.0,242479,p03mqyeeyqu,seal,<b><font size=6>Planets are more massive than stars.</font></b>,z,Astronomy,Planet,TRUE,FALSE,FALSE,FALSE,0,NA,no
1869,html-keyboard-response,80,72,2.0.0,244850,p03mqyeeyqu,seal,<b><font size=6>A change in overall sunlight causes the seasons.</font></b>,z,Astronomy,Season,TRUE,TRUE,TRUE,TRUE,1,NA,no
1479,html-keyboard-response,81,73,2.0.0,246831,p03mqyeeyqu,seal,<b><font size=6>The earth revolves around the sun.</font></b>,z,Astronomy,Solar system,FALSE,TRUE,TRUE,TRUE,1,NA,no
1195,html-keyboard-response,82,74,2.0.0,248527,p03mqyeeyqu,seal,<b><font size=6>The sun produces light.</font></b>,z,Astronomy,Star,TRUE,TRUE,TRUE,TRUE,1,NA,no
1661,html-keyboard-response,83,75,2.0.0,250690,p03mqyeeyqu,seal,<b><font size=6>Phases of the moon are caused by clouds.</font></b>,m,Astronomy,Lunar phase,FALSE,FALSE,FALSE,TRUE,1,NA,no
3264,html-keyboard-response,84,76,2.0.0,254455,p03mqyeeyqu,seal,<b><font size=6>The earth's distance from the sun causes the seasons.</font></b>,z,Astronomy,Season,TRUE,FALSE,FALSE,FALSE,0,NA,no
1390,html-keyboard-response,85,77,2.0.0,256347,p03mqyeeyqu,seal,<b><font size=6>The moon revolves around the earth.</font></b>,z,Astronomy,Solar system,TRUE,TRUE,TRUE,TRUE,1,NA,no
1159,html-keyboard-response,86,78,2.0.0,258008,p03mqyeeyqu,seal,<b><font size=6>The sun produces gravity.</font></b>,z,Astronomy,Star,FALSE,TRUE,TRUE,TRUE,1,NA,no
2098,html-keyboard-response,87,79,2.0.0,260608,p03mqyeeyqu,seal,<b><font size=6>The earth's tilt causes the seasons.</font></b>,z,Astronomy,Season,FALSE,TRUE,TRUE,TRUE,1,NA,no
2415,html-keyboard-response,88,80,2.0.0,263524,p03mqyeeyqu,seal,<b><font size=6>Asteroids are more massive than planets.</font></b>,m,Astronomy,Planet,FALSE,FALSE,FALSE,TRUE,1,NA,no
5744,html-keyboard-response,90,81,2.0.0,271974,p03mqyeeyqu,seal,<b><font size=6>Atoms are weightless.</font></b>,z,Matter,Atom,TRUE,FALSE,FALSE,FALSE,0,NA,no
2539,html-keyboard-response,91,82,2.0.0,275015,p03mqyeeyqu,seal,<b><font size=6>Steel is denser than foam.</font></b>,z,Matter,Density,TRUE,TRUE,TRUE,TRUE,1,NA,no
1757,html-keyboard-response,92,83,2.0.0,277275,p03mqyeeyqu,seal,<b><font size=6>Numbers are composed of matter.</font></b>,m,Matter,Mass,FALSE,FALSE,FALSE,TRUE,1,NA,no
1705,html-keyboard-response,93,84,2.0.0,279481,p03mqyeeyqu,seal,<b><font size=6>An idea can be cut in half.</font></b>,z,Matter,Divisibility,FALSE,FALSE,FALSE,FALSE,0,NA,no
13886,html-keyboard-response,94,85,2.0.0,293868,p03mqyeeyqu,seal,<b><font size=6>A pound of steel weighs more than a ton of steel.</font></b>,z,Matter,Weight,FALSE,FALSE,FALSE,FALSE,0,NA,no
1599,html-keyboard-response,95,86,2.0.0,295970,p03mqyeeyqu,seal,<b><font size=6>Atoms are mostly empty space.</font></b>,m,Matter,Atom,FALSE,TRUE,TRUE,FALSE,0,NA,no
1565,html-keyboard-response,96,87,2.0.0,298036,p03mqyeeyqu,seal,<b><font size=6>A shadow can be cut in half.</font></b>,m,Matter,Divisibility,TRUE,FALSE,FALSE,TRUE,1,NA,no
1201,html-keyboard-response,97,88,2.0.0,299739,p03mqyeeyqu,seal,<b><font size=6>A grain of sand can be cut in half.</font></b>,z,Matter,Divisibility,FALSE,TRUE,TRUE,TRUE,1,NA,no
790,html-keyboard-response,98,89,2.0.0,301031,p03mqyeeyqu,seal,<b><font size=6>A log can be cut in half.</font></b>,z,Matter,Divisibility,TRUE,TRUE,TRUE,TRUE,1,NA,no
1161,html-keyboard-response,99,90,2.0.0,302694,p03mqyeeyqu,seal,<b><font size=6>Atoms are visible to the naked eye.</font></b>,m,Matter,Atom,FALSE,FALSE,FALSE,TRUE,1,NA,no
1150,html-keyboard-response,100,91,2.0.0,304347,p03mqyeeyqu,seal,<b><font size=6>Rocks are composed of matter.</font></b>,z,Matter,Mass,TRUE,TRUE,TRUE,TRUE,1,NA,no
1458,html-keyboard-response,101,92,2.0.0,306305,p03mqyeeyqu,seal,<b><font size=6>Ice is denser than water.</font></b>,z,Matter,Density,TRUE,FALSE,FALSE,FALSE,0,NA,no
1930,html-keyboard-response,102,93,2.0.0,308737,p03mqyeeyqu,seal,<b><font size=6>A cold penny is denser than a hot penny.</font></b>,m,Matter,Density,FALSE,TRUE,TRUE,FALSE,0,NA,no
1821,html-keyboard-response,103,94,2.0.0,311059,p03mqyeeyqu,seal,<b><font size=6>Foam is denser than brick.</font></b>,m,Matter,Density,FALSE,FALSE,FALSE,TRUE,1,NA,no
2228,html-keyboard-response,104,95,2.0.0,313789,p03mqyeeyqu,seal,<b><font size=6>A liter of water weighs more than a liter of ice.</font></b>,m,Matter,Weight,FALSE,TRUE,TRUE,FALSE,0,NA,no
1645,html-keyboard-response,105,96,2.0.0,315936,p03mqyeeyqu,seal,<b><font size=6>A liter of water weighs more than a liter of air.</font></b>,z,Matter,Weight,TRUE,TRUE,TRUE,TRUE,1,NA,no
1991,html-keyboard-response,106,97,2.0.0,318429,p03mqyeeyqu,seal,<b><font size=6>Fire is composed of matter.</font></b>,z,Matter,Mass,TRUE,FALSE,FALSE,FALSE,0,NA,no
1293,html-keyboard-response,107,98,2.0.0,320224,p03mqyeeyqu,seal,<b><font size=6>Atoms are the constituents of matter.</font></b>,z,Matter,Atom,TRUE,TRUE,TRUE,TRUE,1,NA,no
1959,html-keyboard-response,108,99,2.0.0,322685,p03mqyeeyqu,seal,<b><font size=6>A pound of steel weighs more than a pound of feathers.</font></b>,z,Matter,Weight,TRUE,FALSE,FALSE,FALSE,0,NA,no
1801,html-keyboard-response,109,100,2.0.0,324989,p03mqyeeyqu,seal,<b><font size=6>Air is composed of matter.</font></b>,z,Matter,Mass,FALSE,TRUE,TRUE,TRUE,1,NA,no
7956,html-keyboard-response,6,1,2.0.0,23973,p0gn130e5rf,parrot,<b><font size=6>Black objects reflect all colors of light.</font></b>,z,Waves,Light,TRUE,FALSE,FALSE,FALSE,0,NA,Nope
1591,html-keyboard-response,7,2,2.0.0,26067,p0gn130e5rf,parrot,<b><font size=6>Shadows contain all colors of light.</font></b>,z,Waves,Light,FALSE,FALSE,FALSE,FALSE,0,NA,Nope
2945,html-keyboard-response,8,3,2.0.0,29514,p0gn130e5rf,parrot,<b><font size=6>Sounds can be near or far.</font></b>,z,Waves,Sound,TRUE,FALSE,FALSE,FALSE,0,NA,Nope
1978,html-keyboard-response,9,4,2.0.0,31994,p0gn130e5rf,parrot,<b><font size=6>Foam reflects sound.</font></b>,m,Waves,Reflection,FALSE,FALSE,FALSE,TRUE,1,NA,Nope
1198,html-keyboard-response,10,5,2.0.0,33695,p0gn130e5rf,parrot,<b><font size=6>Mirrors reflect light.</font></b>,z,Waves,Reflection,TRUE,TRUE,TRUE,TRUE,1,NA,Nope
2222,html-keyboard-response,11,6,2.0.0,36419,p0gn130e5rf,parrot,<b><font size=6>Sounds can be loud or quiet.</font></b>,z,Waves,Sound,TRUE,TRUE,TRUE,TRUE,1,NA,Nope
1747,html-keyboard-response,12,7,2.0.0,38668,p0gn130e5rf,parrot,<b><font size=6>Mirrors reflect sound.</font></b>,m,Waves,Reflection,FALSE,TRUE,TRUE,FALSE,0,NA,Nope
1837,html-keyboard-response,13,8,2.0.0,41008,p0gn130e5rf,parrot,<b><font size=6>Sounds can be dead or alive.</font></b>,m,Waves,Sound,FALSE,FALSE,FALSE,TRUE,1,NA,Nope
1471,html-keyboard-response,14,9,2.0.0,42982,p0gn130e5rf,parrot,<b><font size=6>Sound travels through foam.</font></b>,z,Waves,Propagation,FALSE,FALSE,FALSE,FALSE,0,NA,Nope
2035,html-keyboard-response,15,10,2.0.0,45519,p0gn130e5rf,parrot,<b><font size=6>Prisms reflect light.</font></b>,z,Waves,Reflection,TRUE,FALSE,FALSE,FALSE,0,NA,Nope
3221,html-keyboard-response,16,11,2.0.0,49242,p0gn130e5rf,parrot,<b><font size=6>White light contains all colors of light.</font></b>,z,Waves,Light,FALSE,TRUE,TRUE,TRUE,1,NA,Nope
4975,html-keyboard-response,17,12,2.0.0,54719,p0gn130e5rf,parrot,<b><font size=6>Rainbows contain all colors of light.</font></b>,z,Waves,Light,TRUE,TRUE,TRUE,TRUE,1,NA,Nope
1147,html-keyboard-response,18,13,2.0.0,56368,p0gn130e5rf,parrot,<b><font size=6>Sound travels through air.</font></b>,z,Waves,Propagation,TRUE,TRUE,TRUE,TRUE,1,NA,Nope
2324,html-keyboard-response,19,14,2.0.0,59193,p0gn130e5rf,parrot,<b><font size=6>Red objects absorb blue light.</font></b>,m,Waves,Color,FALSE,TRUE,TRUE,FALSE,0,NA,Nope
1951,html-keyboard-response,20,15,2.0.0,61646,p0gn130e5rf,parrot,<b><font size=6>Red objects reflect red light.</font></b>,z,Waves,Color,TRUE,TRUE,TRUE,TRUE,1,NA,Nope
5483,html-keyboard-response,21,16,2.0.0,67631,p0gn130e5rf,parrot,<b><font size=6>Sound travels through a vacuum.</font></b>,z,Waves,Propagation,TRUE,FALSE,FALSE,FALSE,0,NA,Nope
2972,html-keyboard-response,22,17,2.0.0,71104,p0gn130e5rf,parrot,<b><font size=6>Red objects reflect blue light.</font></b>,m,Waves,Color,FALSE,FALSE,FALSE,TRUE,1,NA,Nope
1894,html-keyboard-response,23,18,2.0.0,73500,p0gn130e5rf,parrot,<b><font size=6>Sound travels through metal.</font></b>,z,Waves,Propagation,FALSE,TRUE,TRUE,TRUE,1,NA,Nope
2389,html-keyboard-response,24,19,2.0.0,76392,p0gn130e5rf,parrot,<b><font size=6>Red objects absorb red light.</font></b>,z,Waves,Color,TRUE,FALSE,FALSE,FALSE,0,NA,Nope
2257,html-keyboard-response,25,20,2.0.0,79150,p0gn130e5rf,parrot,<b><font size=6>Sounds can be direct or reflected.</font></b>,z,Waves,Sound,FALSE,TRUE,TRUE,TRUE,1,NA,Nope
2912,html-keyboard-response,27,21,2.0.0,83246,p0gn130e5rf,parrot,<b><font size=6>Most organisms are adapted to their environment.</font></b>,Z,Evolution,Selection,TRUE,TRUE,TRUE,FALSE,0,NA,Nope
2198,html-keyboard-response,28,22,2.0.0,85948,p0gn130e5rf,parrot,<b><font size=6>Most organisms die before leaving offspring.</font></b>,M,Evolution,Selection,FALSE,TRUE,TRUE,FALSE,0,NA,Nope
1891,html-keyboard-response,29,23,2.0.0,88340,p0gn130e5rf,parrot,<b><font size=6>Most organisms have plenty to eat.</font></b>,m,Evolution,Selection,TRUE,FALSE,FALSE,TRUE,1,NA,Nope
1127,html-keyboard-response,30,24,2.0.0,89969,p0gn130e5rf,parrot,<b><font size=6>Biological species evolve.</font></b>,z,Evolution,Adaptation,TRUE,TRUE,TRUE,TRUE,1,NA,Nope
5570,html-keyboard-response,31,25,2.0.0,96040,p0gn130e5rf,parrot,<b><font size=6>Individual organisms evolve.</font></b>,z,Evolution,Adaptation,TRUE,FALSE,FALSE,FALSE,0,NA,Nope
3891,html-keyboard-response,32,26,2.0.0,100434,p0gn130e5rf,parrot,<b><font size=6>Evolution requires long periods of time.</font></b>,z,Evolution,Variation,TRUE,FALSE,FALSE,FALSE,0,NA,Nope
5825,html-keyboard-response,33,27,2.0.0,106761,p0gn130e5rf,parrot,<b><font size=6>Evolution requires differential survival.</font></b>,z,Evolution,Variation,TRUE,TRUE,TRUE,TRUE,1,NA,Nope
1602,html-keyboard-response,34,28,2.0.0,108864,p0gn130e5rf,parrot,<b><font size=6>Humans are descended from sea-dwelling creatures.</font></b>,z,Evolution,Phylogeny,FALSE,TRUE,TRUE,TRUE,1,NA,Nope
1389,html-keyboard-response,35,29,2.0.0,110755,p0gn130e5rf,parrot,<b><font size=6>Humans are descended from tree-dwelling creatures.</font></b>,z,Evolution,Phylogeny,TRUE,TRUE,TRUE,TRUE,1,NA,Nope
2290,html-keyboard-response,36,30,2.0.0,113546,p0gn130e5rf,parrot,<b><font size=6>Apes are more closely related to monkeys than humans.</font></b>,m,Evolution,Common ancestry,TRUE,FALSE,FALSE,TRUE,1,NA,Nope
1021,html-keyboard-response,37,31,2.0.0,115070,p0gn130e5rf,parrot,<b><font size=6>Humans are descended from chimpanzees.</font></b>,z,Evolution,Phylogeny,TRUE,FALSE,FALSE,FALSE,0,NA,Nope
2055,html-keyboard-response,38,32,2.0.0,117627,p0gn130e5rf,parrot,<b><font size=6>Humans are more closely related to apes than monkeys.</font></b>,z,Evolution,Common ancestry,TRUE,TRUE,TRUE,TRUE,1,NA,Nope
7946,html-keyboard-response,39,33,2.0.0,126075,p0gn130e5rf,parrot,<b><font size=6>Humans are descended from plants.</font></b>,m,Evolution,Phylogeny,FALSE,FALSE,FALSE,TRUE,1,NA,Nope
